agency_id	user_id	date	amount
2	1002997	2006-06-21	11.51
5	1002998	2006-08-21	13.94
6	1002999	2006-07-16	14.50
4	1003000	2006-06-09	13.11
4	1003001	2006-06-30	14.16
3	1003002	2006-09-28	13.18
5	1003003	2006-10-28	12.76
3	1003004	2006-08-21	11.95
5	1003005	2006-10-12	3.95
4	1003006	2006-09-27	15.66
6	1003007	2006-05-27	9.26
6	1003008	2006-05-21	7.32
6	1003009	2006-10-18	7.99
3	1003010	2006-07-29	11.32
6	1003011	2006-09-18	5.93
3	1003012	2006-09-25	2.75
4	1003013	2006-09-01	14.60
3	1003014	2006-07-08	3.05
4	1003015	2006-05-31	4.40
4	1003016	2006-06-20	7.40
6	1003017	2006-07-06	12.43
2	1003018	2006-08-07	6.12
3	1003019	2006-11-01	15.64
5	1003020	2006-11-07	13.11
4	1003021	2006-06-25	8.68
3	1003022	2006-06-17	7.32
3	1003023	2006-10-21	4.30
2	1003024	2006-06-30	8.56
4	1003025	2006-08-03	3.74
6	1003026	2006-10-12	5.08
2	1003027	2006-07-19	1.47
3	1003028	2006-09-27	10.27
6	1003029	2006-09-03	2.58
4	1003030	2006-09-29	9.35
4	1003031	2006-05-22	9.76
6	1003032	2006-06-13	9.45
2	1003033	2006-07-25	4.51
2	1003034	2006-11-09	9.58
5	1003035	2006-09-17	4.48
3	1003036	2006-10-30	13.92
3	1003037	2006-10-20	14.12
2	1003038	2006-07-12	4.76
6	1003039	2006-10-06	2.27
2	1003040	2006-08-07	7.19
5	1003041	2006-05-30	15.03
6	1003042	2006-06-25	14.40
6	1003043	2006-05-21	12.74
4	1003044	2006-06-23	14.22
4	1003045	2006-10-23	4.61
5	1003046	2006-07-29	15.18
6	1003047	2006-06-08	15.65
2	1003048	2006-11-06	13.26
4	1003049	2006-10-27	10.96
2	1003050	2006-11-06	11.40
2	1003051	2006-05-15	10.28
3	1003052	2006-08-01	9.75
6	1003053	2006-06-28	2.72
3	1003054	2006-08-09	8.42
3	1003055	2006-08-12	13.37
6	1003056	2006-10-06	1.56
6	1003057	2006-06-07	7.60
2	1003058	2006-08-30	6.37
3	1003059	2006-06-08	11.83
5	1003060	2006-09-24	5.95
5	1003061	2006-05-19	15.55
5	1003062	2006-11-09	5.41
5	1003063	2006-09-04	7.69
5	1003064	2006-09-29	14.24
6	1003065	2006-07-13	8.15
4	1003066	2006-07-12	1.98
4	1003067	2006-08-04	10.15
3	1003068	2006-05-21	14.81
2	1003069	2006-07-01	5.35
4	1003070	2006-08-26	2.42
2	1003071	2006-05-17	1.56
4	1003072	2006-08-28	5.13
2	1003073	2006-09-15	15.86
6	1003074	2006-10-24	11.61
2	1003075	2006-07-19	1.43
6	1003076	2006-05-31	3.16
5	1003077	2006-10-28	10.53
5	1003078	2006-05-31	4.02
3	1003079	2006-10-21	10.46
6	1003080	2006-09-18	3.96
4	1003081	2006-11-08	12.31
3	1003082	2006-07-27	13.62
4	1003083	2006-09-28	6.47
6	1003084	2006-08-03	11.13
6	1003085	2006-07-14	3.23
4	1003086	2006-08-24	14.43
4	1003087	2006-06-08	3.56
6	1003088	2006-07-25	12.87
2	1003089	2006-10-04	11.88
5	1003090	2006-08-22	9.65
2	1003091	2006-07-08	6.83
2	1003092	2006-09-27	13.07
3	1003093	2006-08-24	11.31
2	1003094	2006-07-31	13.07
2	1003095	2006-08-23	12.63
5	1003096	2006-08-03	4.04
4	1003097	2006-05-20	5.15
3	1003098	2006-08-12	6.75
3	1003099	2006-10-02	10.07
3	1003100	2006-11-06	11.53
6	1003101	2006-09-29	1.26
5	1003102	2006-06-03	9.32
4	1003103	2006-09-14	2.41
4	1003104	2006-10-31	9.63
2	1003105	2006-10-16	2.18
4	1003106	2006-09-18	3.27
3	1003107	2006-08-26	12.67
2	1003108	2006-10-09	9.50
3	1003109	2006-10-16	9.66
6	1003110	2006-07-15	6.11
4	1003111	2006-07-22	2.78
5	1003112	2006-08-19	6.81
2	1003113	2006-08-17	9.45
6	1003114	2006-06-01	7.01
6	1003115	2006-06-12	2.03
4	1003116	2006-10-24	3.68
2	1003117	2006-09-26	4.84
2	1003118	2006-06-05	2.44
2	1003119	2006-07-20	6.16
5	1003120	2006-06-11	1.92
4	1003121	2006-10-15	2.83
4	1003122	2006-11-08	5.15
2	1003123	2006-10-22	10.77
4	1003124	2006-07-08	15.22
6	1003125	2006-07-13	6.52
4	1003126	2006-06-20	11.46
6	1003127	2006-09-27	13.30
6	1003128	2006-07-04	8.40
6	1003129	2006-08-06	12.22
3	1003130	2006-09-15	15.86
2	1003131	2006-06-30	12.77
4	1003132	2006-09-11	10.79
2	1003133	2006-05-14	10.89
2	1003134	2006-08-24	2.66
4	1003135	2006-09-24	6.07
5	1003136	2006-10-13	13.63
6	1003137	2006-07-14	12.12
3	1003138	2006-05-21	9.14
3	1003139	2006-05-21	14.63
3	1003140	2006-08-12	9.73
2	1003141	2006-10-04	9.82
6	1003142	2006-10-24	9.65
2	1003143	2006-09-26	13.76
2	1003144	2006-06-16	9.33
2	1003145	2006-07-06	6.36
3	1003146	2006-05-15	1.32
4	1003147	2006-11-01	10.38
5	1003148	2006-06-16	13.61
6	1003149	2006-08-18	7.80
5	1003150	2006-09-12	13.80
2	1003151	2006-06-14	2.58
5	1003152	2006-10-17	4.83
6	1003153	2006-06-19	13.73
2	1003154	2006-10-11	6.81
2	1003155	2006-09-17	4.43
5	1003156	2006-09-24	1.23
5	1003157	2006-06-11	2.25
4	1003158	2006-08-17	3.19
4	1003159	2006-06-14	8.62
5	1003160	2006-09-26	11.02
6	1003161	2006-05-20	5.82
6	1003162	2006-10-27	9.09
5	1003163	2006-07-21	14.37
4	1003164	2006-10-26	6.84
6	1003165	2006-06-24	12.34
2	1003166	2006-08-04	11.92
4	1003167	2006-05-22	5.76
4	1003168	2006-08-09	6.55
3	1003169	2006-09-30	2.20
3	1003170	2006-09-21	9.02
5	1003171	2006-09-21	10.64
2	1003172	2006-10-17	5.40
5	1003173	2006-06-20	14.26
2	1003174	2006-10-18	5.43
3	1003175	2006-10-28	8.16
6	1003176	2006-07-12	10.48
3	1003177	2006-06-15	12.74
5	1003178	2006-08-15	2.92
3	1003179	2006-09-30	14.35
3	1003180	2006-08-01	1.88
4	1003181	2006-06-11	10.85
3	1003182	2006-06-20	14.64
2	1003183	2006-08-29	11.13
5	1003184	2006-08-16	3.20
2	1003185	2006-09-05	11.18
4	1003186	2006-09-21	5.95
2	1003187	2006-06-05	7.51
5	1003188	2006-06-22	7.41
6	1003189	2006-10-12	6.04
2	1003190	2006-08-07	14.06
5	1003191	2006-09-25	10.18
5	1003192	2006-07-10	14.32
3	1003193	2006-05-17	9.06
4	1003194	2006-10-26	7.22
2	1003195	2006-11-02	12.33
3	1003196	2006-08-13	1.81
3	1003197	2006-10-13	5.35
3	1003198	2006-06-30	2.40
4	1003199	2006-10-27	14.95
2	1003200	2006-07-30	13.00
3	1003201	2006-07-10	8.62
2	1003202	2006-07-19	12.54
6	1003203	2006-11-01	12.04
6	1003204	2006-10-16	2.16
5	1003205	2006-06-12	1.39
5	1003206	2006-06-28	8.56
6	1003207	2006-05-18	13.53
6	1003208	2006-10-22	6.72
6	1003209	2006-10-21	3.61
3	1003210	2006-11-07	3.20
4	1003211	2006-05-18	15.57
6	1003212	2006-05-31	7.87
5	1003213	2006-11-01	9.19
6	1003214	2006-07-15	10.41
6	1003215	2006-07-07	2.40
6	1003216	2006-07-14	10.72
2	1003217	2006-09-21	6.98
3	1003218	2006-07-06	5.41
3	1003219	2006-10-23	7.36
4	1003220	2006-08-15	1.64
2	1003221	2006-08-01	4.71
6	1003222	2006-10-26	14.81
6	1003223	2006-07-12	13.84
2	1003224	2006-05-28	5.00
4	1003225	2006-09-14	4.64
3	1003226	2006-10-24	8.86
5	1003227	2006-08-14	6.18
3	1003228	2006-09-18	15.87
2	1003229	2006-11-03	5.46
4	1003230	2006-06-27	8.73
5	1003231	2006-09-20	10.35
4	1003232	2006-10-11	15.43
6	1003233	2006-10-25	5.24
2	1003234	2006-07-01	10.73
5	1003235	2006-06-20	3.44
3	1003236	2006-07-04	7.01
4	1003237	2006-10-01	1.42
4	1003238	2006-10-16	13.38
2	1003239	2006-10-17	9.79
5	1003240	2006-09-29	10.09
6	1003241	2006-08-15	1.29
6	1003242	2006-07-23	11.91
3	1003243	2006-10-20	7.08
3	1003244	2006-05-21	9.31
4	1003245	2006-11-08	5.31
4	1003246	2006-08-12	1.62
5	1003247	2006-07-06	10.51
2	1003248	2006-10-12	10.09
3	1003249	2006-09-05	12.95
3	1003250	2006-07-13	6.56
6	1003251	2006-06-18	11.57
2	1003252	2006-06-15	6.78
2	1003253	2006-05-25	15.60
5	1003254	2006-05-20	12.43
4	1003255	2006-11-01	7.90
4	1003256	2006-06-03	7.86
2	1003257	2006-07-25	11.49
5	1003258	2006-10-10	13.26
4	1003259	2006-06-11	7.67
2	1003260	2006-09-30	5.04
4	1003261	2006-09-12	1.97
2	1003262	2006-08-22	1.14
2	1003263	2006-11-02	7.17
5	1003264	2006-11-08	8.35
2	1003265	2006-09-28	5.94
5	1003266	2006-07-23	11.69
2	1003267	2006-08-30	13.17
5	1003268	2006-05-27	6.07
5	1003269	2006-08-05	7.69
5	1003270	2006-06-05	9.20
2	1003271	2006-06-20	1.69
4	1003272	2006-07-18	1.09
3	1003273	2006-07-20	2.29
5	1003274	2006-09-28	7.69
3	1003275	2006-06-08	11.68
6	1003276	2006-05-23	15.95
2	1003277	2006-10-13	9.89
6	1003278	2006-08-06	13.67
2	1003279	2006-08-24	12.95
2	1003280	2006-07-26	2.66
2	1003281	2006-07-28	11.32
6	1003282	2006-06-21	1.84
3	1003283	2006-08-12	6.79
5	1003284	2006-08-14	5.98
6	1003285	2006-09-06	13.56
3	1003286	2006-11-08	3.41
6	1003287	2006-06-02	10.48
3	1003288	2006-11-03	10.74
5	1003289	2006-07-14	2.56
3	1003290	2006-08-12	1.82
4	1003291	2006-07-28	7.83
6	1003292	2006-10-28	8.83
3	1003293	2006-07-28	7.50
3	1003294	2006-05-20	1.82
3	1003295	2006-08-04	4.12
6	1003296	2006-08-25	11.64
3	1003297	2006-08-18	13.71
5	1003298	2006-10-21	3.02
3	1003299	2006-07-25	11.23
5	1003300	2006-09-02	5.48
4	1003301	2006-07-22	15.08
5	1003302	2006-06-21	4.26
2	1003303	2006-05-31	11.62
4	1003304	2006-09-08	3.63
5	1003305	2006-09-12	11.62
4	1003306	2006-09-16	8.54
4	1003307	2006-06-17	13.35
5	1003308	2006-10-26	14.43
5	1003309	2006-09-15	10.49
5	1003310	2006-06-01	12.90
5	1003311	2006-10-23	6.41
5	1003312	2006-10-27	13.43
6	1003313	2006-06-14	8.16
6	1003314	2006-06-03	10.17
6	1003315	2006-10-30	11.42
5	1003316	2006-10-21	12.32
3	1003317	2006-07-02	11.35
5	1003318	2006-06-16	6.55
4	1003319	2006-07-15	8.40
5	1003320	2006-10-01	7.72
5	1003321	2006-07-01	1.23
3	1003322	2006-06-20	5.55
5	1003323	2006-08-24	13.50
2	1003324	2006-07-03	10.45
5	1003325	2006-11-08	11.46
5	1003326	2006-07-04	8.90
5	1003327	2006-05-28	15.61
5	1003328	2006-06-25	5.32
3	1003329	2006-09-17	3.95
4	1003330	2006-09-22	13.45
4	1003331	2006-06-15	2.26
4	1003332	2006-09-21	7.94
4	1003333	2006-09-24	12.95
3	1003334	2006-05-27	5.46
2	1003335	2006-10-25	15.32
2	1003336	2006-05-25	4.67
6	1003337	2006-08-25	11.98
6	1003338	2006-09-03	14.52
6	1003339	2006-10-10	14.48
2	1003340	2006-10-05	11.89
2	1003341	2006-07-16	5.49
3	1003342	2006-07-30	1.64
5	1003343	2006-08-26	1.03
2	1003344	2006-10-27	13.86
4	1003345	2006-09-30	12.29
6	1003346	2006-09-03	12.90
4	1003347	2006-07-27	4.59
5	1003348	2006-10-30	10.31
4	1003349	2006-08-14	15.87
2	1003350	2006-09-10	2.74
3	1003351	2006-10-17	15.30
3	1003352	2006-08-29	3.30
4	1003353	2006-10-23	3.94
6	1003354	2006-06-23	11.20
2	1003355	2006-10-31	10.75
3	1003356	2006-06-18	12.00
2	1003357	2006-09-18	9.96
4	1003358	2006-08-13	5.60
4	1003359	2006-08-01	3.83
5	1003360	2006-10-30	3.43
6	1003361	2006-09-11	9.67
4	1003362	2006-10-02	11.15
3	1003363	2006-05-29	6.14
2	1003364	2006-09-02	7.29
4	1003365	2006-07-03	15.22
5	1003366	2006-10-08	6.39
5	1003367	2006-09-01	7.96
4	1003368	2006-09-27	11.09
5	1003369	2006-11-02	10.35
4	1003370	2006-06-26	10.36
6	1003371	2006-06-19	1.17
4	1003372	2006-07-04	5.85
2	1003373	2006-09-19	5.63
6	1003374	2006-10-02	14.56
4	1003375	2006-07-10	15.76
3	1003376	2006-09-23	9.85
2	1003377	2006-08-03	7.30
6	1003378	2006-05-27	7.61
5	1003379	2006-05-30	8.95
3	1003380	2006-05-23	1.75
3	1003381	2006-06-22	2.65
3	1003382	2006-06-06	14.30
3	1003383	2006-08-14	1.29
5	1003384	2006-07-07	15.01
4	1003385	2006-07-15	6.39
2	1003386	2006-09-30	13.43
2	1003387	2006-09-26	12.80
3	1003388	2006-09-16	2.11
5	1003389	2006-06-19	14.76
6	1003390	2006-08-17	2.01
2	1003391	2006-06-23	2.87
3	1003392	2006-08-28	4.43
2	1003393	2006-05-16	15.92
6	1003394	2006-05-31	6.19
3	1003395	2006-09-15	8.64
3	1003396	2006-08-25	8.75
2	1003397	2006-08-22	15.07
2	1003398	2006-11-08	6.08
3	1003399	2006-08-23	13.04
6	1003400	2006-10-19	11.13
5	1003401	2006-09-05	4.52
5	1003402	2006-09-01	5.30
3	1003403	2006-08-19	4.27
6	1003404	2006-09-10	7.73
4	1003405	2006-11-07	10.89
6	1003406	2006-07-30	9.01
5	1003407	2006-05-18	7.09
3	1003408	2006-06-22	2.70
3	1003409	2006-10-18	13.98
2	1003410	2006-06-21	7.46
2	1003411	2006-09-26	4.73
2	1003412	2006-09-15	13.42
3	1003413	2006-07-25	6.31
6	1003414	2006-05-30	1.32
5	1003415	2006-09-06	1.81
4	1003416	2006-09-18	6.90
6	1003417	2006-05-31	5.95
6	1003418	2006-10-27	10.50
2	1003419	2006-10-03	4.81
6	1003420	2006-06-26	3.52
5	1003421	2006-07-11	3.58
3	1003422	2006-09-08	11.99
5	1003423	2006-08-14	7.80
6	1003424	2006-08-01	5.65
3	1003425	2006-08-06	15.91
3	1003426	2006-08-27	4.86
5	1003427	2006-11-06	9.56
6	1003428	2006-08-30	7.26
2	1003429	2006-08-10	6.64
5	1003430	2006-06-18	5.99
6	1003431	2006-09-03	11.71
3	1003432	2006-06-06	13.06
5	1003433	2006-07-06	12.00
2	1003434	2006-08-07	12.84
4	1003435	2006-05-31	8.63
2	1003436	2006-10-26	7.72
2	1003437	2006-07-28	15.01
6	1003438	2006-06-12	1.61
6	1003439	2006-10-13	8.90
4	1003440	2006-08-01	10.19
6	1003441	2006-06-09	10.90
6	1003442	2006-09-19	8.41
3	1003443	2006-08-14	12.71
4	1003444	2006-06-08	14.19
3	1003445	2006-08-25	4.27
6	1003446	2006-08-30	2.48
3	1003447	2006-08-04	7.99
4	1003448	2006-07-09	1.48
6	1003449	2006-06-02	2.72
2	1003450	2006-10-23	11.16
6	1003451	2006-09-24	3.11
3	1003452	2006-08-17	13.27
5	1003453	2006-09-20	14.50
3	1003454	2006-09-14	2.70
4	1003455	2006-09-06	10.84
6	1003456	2006-09-24	14.24
4	1003457	2006-06-07	11.58
4	1003458	2006-10-29	2.96
2	1003459	2006-10-23	11.00
2	1003460	2006-09-26	6.39
2	1003461	2006-09-06	6.40
4	1003462	2006-09-04	7.82
4	1003463	2006-10-13	9.98
4	1003464	2006-07-06	3.53
5	1003465	2006-10-10	3.79
3	1003466	2006-06-19	7.80
6	1003467	2006-10-11	2.98
5	1003468	2006-10-28	8.26
6	1003469	2006-10-14	15.23
5	1003470	2006-08-06	8.87
4	1003471	2006-11-07	10.71
3	1003472	2006-11-07	5.55
5	1003473	2006-07-06	5.43
2	1003474	2006-10-26	6.91
2	1003475	2006-07-22	8.36
4	1003476	2006-11-03	3.90
4	1003477	2006-06-04	6.30
6	1003478	2006-06-11	2.88
6	1003479	2006-06-28	6.29
3	1003480	2006-06-17	2.58
5	1003481	2006-08-07	6.69
6	1003482	2006-07-19	14.97
3	1003483	2006-07-22	11.43
6	1003484	2006-09-30	7.72
4	1003485	2006-08-17	1.69
5	1003486	2006-09-26	4.34
5	1003487	2006-06-11	12.35
3	1003488	2006-06-22	2.24
5	1003489	2006-07-08	10.78
5	1003490	2006-10-27	11.00
3	1003491	2006-05-23	13.18
3	1003492	2006-08-11	10.39
5	1003493	2006-10-04	6.56
6	1003494	2006-10-29	4.57
2	1003495	2006-07-16	11.21
3	1003496	2006-06-12	13.02
6	1003497	2006-08-02	5.62
5	1003498	2006-11-06	3.11
4	1003499	2006-07-15	13.00
3	1003500	2006-07-29	13.84
3	1003501	2006-09-14	4.76
6	1003502	2006-08-26	9.09
4	1003503	2006-10-15	1.99
3	1003504	2006-06-15	6.69
3	1003505	2006-09-10	7.81
5	1003506	2006-08-12	15.58
3	1003507	2006-06-16	4.93
6	1003508	2006-10-28	11.66
3	1003509	2006-06-12	12.47
2	1003510	2006-06-19	1.48
2	1003511	2006-05-26	9.59
3	1003512	2006-08-24	6.58
4	1003513	2006-06-07	13.64
6	1003514	2006-05-29	3.81
6	1003515	2006-07-10	1.46
3	1003516	2006-10-17	5.18
3	1003517	2006-09-22	15.25
2	1003518	2006-07-11	12.39
4	1003519	2006-06-26	14.05
4	1003520	2006-10-05	8.14
3	1003521	2006-08-28	13.82
6	1003522	2006-10-23	13.47
5	1003523	2006-11-03	10.27
5	1003524	2006-09-17	11.81
2	1003525	2006-07-04	3.14
3	1003526	2006-10-31	2.33
4	1003527	2006-10-25	6.61
5	1003528	2006-07-13	11.04
2	1003529	2006-06-06	14.07
5	1003530	2006-09-10	14.07
3	1003531	2006-08-02	5.13
2	1003532	2006-05-26	14.50
3	1003533	2006-09-15	15.51
4	1003534	2006-06-05	8.20
6	1003535	2006-11-07	9.92
5	1003536	2006-10-31	8.26
3	1003537	2006-10-03	5.77
2	1003538	2006-07-09	9.28
2	1003539	2006-07-09	12.72
2	1003540	2006-09-13	10.99
5	1003541	2006-08-10	11.88
5	1003542	2006-09-20	15.37
2	1003543	2006-06-26	12.53
6	1003544	2006-08-10	4.61
5	1003545	2006-06-15	2.08
2	1003546	2006-08-25	11.88
5	1003547	2006-09-04	15.44
4	1003548	2006-06-05	13.39
3	1003549	2006-08-26	7.36
5	1003550	2006-05-22	5.13
2	1003551	2006-06-27	1.97
2	1003552	2006-06-04	2.48
5	1003553	2006-09-06	11.79
5	1003554	2006-09-27	4.86
2	1003555	2006-08-13	8.83
4	1003556	2006-09-15	12.31
2	1003557	2006-08-20	15.99
6	1003558	2006-10-13	5.34
2	1003559	2006-09-04	5.96
3	1003560	2006-07-30	13.43
4	1003561	2006-10-28	5.05
3	1003562	2006-09-30	7.33
2	1003563	2006-06-02	13.48
6	1003564	2006-07-14	15.55
2	1003565	2006-07-02	8.40
4	1003566	2006-09-19	6.95
6	1003567	2006-06-23	3.16
2	1003568	2006-08-31	3.92
2	1003569	2006-06-19	7.18
4	1003570	2006-06-09	4.17
2	1003571	2006-10-22	2.25
4	1003572	2006-10-01	14.30
2	1003573	2006-10-26	14.77
3	1003574	2006-08-15	13.76
6	1003575	2006-07-30	13.42
5	1003576	2006-06-23	13.16
5	1003577	2006-06-26	3.98
5	1003578	2006-06-08	11.85
5	1003579	2006-05-31	8.09
5	1003580	2006-10-18	4.63
2	1003581	2006-09-28	7.52
3	1003582	2006-09-23	8.71
6	1003583	2006-09-20	1.71
3	1003584	2006-07-08	5.03
6	1003585	2006-06-13	4.14
6	1003586	2006-05-15	4.85
2	1003587	2006-10-14	1.29
6	1003588	2006-10-24	8.94
3	1003589	2006-08-11	3.59
6	1003590	2006-06-01	1.82
6	1003591	2006-07-15	11.30
3	1003592	2006-06-25	4.39
2	1003593	2006-08-19	12.26
6	1003594	2006-06-27	7.23
4	1003595	2006-11-08	2.48
3	1003596	2006-09-02	1.00
3	1003597	2006-08-23	9.08
2	1003598	2006-05-23	12.07
6	1003599	2006-10-01	14.14
6	1003600	2006-06-30	1.50
6	1003601	2006-09-15	8.17
6	1003602	2006-09-22	7.20
3	1003603	2006-09-25	13.73
3	1003604	2006-09-01	9.22
3	1003605	2006-09-23	5.40
2	1003606	2006-08-23	13.82
4	1003607	2006-08-09	5.27
3	1003608	2006-09-22	5.58
5	1003609	2006-08-01	1.49
4	1003610	2006-10-24	14.52
4	1003611	2006-07-08	5.59
5	1003612	2006-08-30	15.67
2	1003613	2006-09-01	14.21
4	1003614	2006-06-18	7.39
2	1003615	2006-08-13	3.32
3	1003616	2006-08-22	10.96
5	1003617	2006-08-30	13.01
4	1003618	2006-07-23	15.27
6	1003619	2006-08-31	7.01
6	1003620	2006-09-05	13.65
6	1003621	2006-06-07	9.76
2	1003622	2006-10-21	3.11
6	1003623	2006-06-20	15.98
3	1003624	2006-06-22	10.60
4	1003625	2006-09-23	12.99
2	1003626	2006-07-10	6.96
4	1003627	2006-07-14	12.71
2	1003628	2006-10-25	3.32
4	1003629	2006-10-30	1.15
4	1003630	2006-05-16	8.68
2	1003631	2006-08-09	7.34
5	1003632	2006-06-15	8.40
5	1003633	2006-08-16	14.35
5	1003634	2006-08-25	8.55
2	1003635	2006-09-23	15.24
4	1003636	2006-08-31	14.32
3	1003637	2006-08-29	3.41
5	1003638	2006-11-07	1.09
2	1003639	2006-10-07	3.46
4	1003640	2006-10-12	7.04
2	1003641	2006-07-24	2.47
6	1003642	2006-06-18	14.59
2	1003643	2006-07-10	3.90
2	1003644	2006-05-15	5.29
5	1003645	2006-05-14	15.48
6	1003646	2006-06-29	6.39
2	1003647	2006-07-24	3.57
3	1003648	2006-11-02	3.62
6	1003649	2006-10-29	11.90
3	1003650	2006-08-25	1.13
6	1003651	2006-08-10	8.32
6	1003652	2006-07-16	8.33
6	1003653	2006-10-23	10.09
6	1003654	2006-07-03	8.46
6	1003655	2006-10-16	6.56
4	1003656	2006-10-28	5.08
5	1003657	2006-06-08	3.84
3	1003658	2006-05-31	7.06
2	1003659	2006-08-09	12.40
2	1003660	2006-10-23	1.79
3	1003661	2006-07-24	4.79
3	1003662	2006-06-29	6.71
5	1003663	2006-10-25	11.02
3	1003664	2006-09-16	9.80
2	1003665	2006-05-29	2.48
3	1003666	2006-06-04	9.53
3	1003667	2006-11-02	12.37
5	1003668	2006-07-06	6.68
3	1003669	2006-08-12	15.86
3	1003670	2006-06-11	11.94
4	1003671	2006-08-29	12.49
3	1003672	2006-08-26	15.36
3	1003673	2006-10-13	2.09
6	1003674	2006-10-28	14.98
5	1003675	2006-07-01	4.00
2	1003676	2006-08-25	1.75
3	1003677	2006-07-18	11.08
6	1003678	2006-08-13	14.89
5	1003679	2006-10-01	7.88
5	1003680	2006-06-04	1.30
3	1003681	2006-07-16	1.09
2	1003682	2006-07-14	8.49
5	1003683	2006-06-15	14.23
4	1003684	2006-06-08	8.01
2	1003685	2006-07-10	5.38
5	1003686	2006-10-15	8.17
4	1003687	2006-10-17	5.06
6	1003688	2006-10-18	8.20
6	1003689	2006-09-29	3.85
2	1003690	2006-07-12	8.69
4	1003691	2006-09-12	2.08
3	1003692	2006-09-04	2.18
4	1003693	2006-07-11	2.97
4	1003694	2006-10-04	3.65
6	1003695	2006-09-27	9.99
6	1003696	2006-06-17	7.12
5	1003697	2006-08-13	10.28
4	1003698	2006-09-12	3.42
6	1003699	2006-07-07	11.58
2	1003700	2006-09-20	13.75
5	1003701	2006-06-22	7.71
3	1003702	2006-08-05	10.45
3	1003703	2006-08-05	14.41
5	1003704	2006-06-04	10.27
2	1003705	2006-07-10	3.04
2	1003706	2006-07-22	2.26
4	1003707	2006-08-02	11.69
3	1003708	2006-05-20	7.75
2	1003709	2006-07-13	13.47
6	1003710	2006-07-18	1.72
3	1003711	2006-10-17	14.49
5	1003712	2006-05-24	10.58
2	1003713	2006-10-30	12.29
2	1003714	2006-10-28	6.42
6	1003715	2006-09-15	4.14
6	1003716	2006-09-18	14.59
2	1003717	2006-07-22	9.71
4	1003718	2006-06-20	2.50
6	1003719	2006-09-25	9.15
5	1003720	2006-06-19	3.32
5	1003721	2006-10-31	7.54
2	1003722	2006-10-16	14.30
4	1003723	2006-08-26	5.03
5	1003724	2006-07-30	5.14
5	1003725	2006-06-15	7.93
3	1003726	2006-06-01	6.19
2	1003727	2006-05-16	11.88
6	1003728	2006-08-16	4.34
6	1003729	2006-09-20	1.63
3	1003730	2006-09-15	6.79
4	1003731	2006-10-16	9.85
5	1003732	2006-09-11	2.18
2	1003733	2006-09-26	3.11
2	1003734	2006-06-04	2.43
2	1003735	2006-05-25	1.32
2	1003736	2006-10-24	13.67
6	1003737	2006-07-17	12.02
5	1003738	2006-11-03	15.63
4	1003739	2006-07-23	9.16
5	1003740	2006-07-20	15.33
6	1003741	2006-08-24	5.37
3	1003742	2006-10-09	11.06
2	1003743	2006-11-06	3.43
2	1003744	2006-10-21	13.67
4	1003745	2006-06-18	5.17
2	1003746	2006-10-13	15.75
2	1003747	2006-10-26	14.07
5	1003748	2006-08-09	3.76
5	1003749	2006-06-23	15.62
2	1003750	2006-09-27	13.75
3	1003751	2006-06-22	2.61
6	1003752	2006-10-16	4.65
6	1003753	2006-05-19	15.31
4	1003754	2006-06-30	13.08
4	1003755	2006-05-23	10.74
6	1003756	2006-08-23	5.79
6	1003757	2006-08-18	5.37
3	1003758	2006-06-11	13.25
2	1003759	2006-08-01	9.40
4	1003760	2006-08-23	9.60
2	1003761	2006-08-02	9.92
5	1003762	2006-10-07	13.67
6	1003763	2006-09-14	3.17
4	1003764	2006-07-03	5.89
2	1003765	2006-07-09	10.02
5	1003766	2006-09-06	3.80
6	1003767	2006-05-28	14.54
2	1003768	2006-07-29	13.13
3	1003769	2006-10-18	4.77
6	1003770	2006-07-10	1.95
5	1003771	2006-07-31	11.13
2	1003772	2006-09-26	3.34
3	1003773	2006-06-09	11.22
4	1003774	2006-08-09	10.92
3	1003775	2006-07-11	12.72
3	1003776	2006-09-28	12.38
4	1003777	2006-09-16	8.04
3	1003778	2006-10-06	6.93
4	1003779	2006-09-30	13.04
4	1003780	2006-07-10	12.49
2	1003781	2006-08-12	3.77
5	1003782	2006-08-09	9.20
5	1003783	2006-05-28	13.81
4	1003784	2006-09-06	14.74
6	1003785	2006-08-02	13.80
5	1003786	2006-06-08	3.74
5	1003787	2006-08-29	14.22
5	1003788	2006-05-27	2.09
3	1003789	2006-05-14	8.87
6	1003790	2006-05-26	12.92
6	1003791	2006-10-11	11.04
5	1003792	2006-06-18	14.51
4	1003793	2006-09-12	11.82
3	1003794	2006-07-01	15.33
3	1003795	2006-07-22	6.39
6	1003796	2006-08-04	6.07
4	1003797	2006-07-10	15.69
6	1003798	2006-08-03	6.11
2	1003799	2006-06-07	2.84
2	1003800	2006-06-07	11.53
2	1003801	2006-05-19	2.28
4	1003802	2006-08-07	4.41
4	1003803	2006-06-27	2.83
2	1003804	2006-10-23	14.78
5	1003805	2006-06-12	5.14
6	1003806	2006-07-05	6.66
3	1003807	2006-10-15	9.25
4	1003808	2006-08-27	1.02
4	1003809	2006-07-30	15.45
3	1003810	2006-06-18	9.66
3	1003811	2006-07-25	11.94
2	1003812	2006-06-27	4.59
5	1003813	2006-06-02	4.85
5	1003814	2006-05-17	12.29
4	1003815	2006-07-05	4.36
6	1003816	2006-08-27	14.17
6	1003817	2006-08-25	3.61
5	1003818	2006-09-05	2.10
